OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-CO,USGS Colorado Water Science Center,USGS-06826680,"BEAVER CREEK AT I-70 NEAR BURLINGTON, CO",Stream,,10250003,14.9,sq mi,,,39.2938889,-102.3563889,24000,1,seconds,Interpolated from Digital MAP.,NAD83,4175.64,feet,.15,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,063,,,,20150601,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06826700,"BEAVER CREEK NEAR BURLINGTON, CO",Stream,,10250003,,,,,39.3883889,-102.2529167,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,4005,feet,15,feet,Interpolated from topographic map.,NGVD29,US,08,063,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06826900,"SAND CREEK NEAR HALE, CO.",Stream,,10250003,14.6,sq mi,10.6,sq mi,39.6972153,-102.177412,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,125,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06834200,"SPRING CREEK TRIBUTARY NEAR AMHERST, CO.",Stream,,10250006,23,sq mi,13.1,sq mi,40.752495,-102.2704634,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,115,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06855001,"BIG TIMBER CRK AT HWY 385 NEAR CHEYENNE WELLS, CO",Stream,,10260001,12.5,sq mi,,,38.9561111,-102.3527778,24000,1,seconds,Interpolated from Digital MAP.,NAD83,4250.8,feet,.34,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,017,,,,20150601,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06857500,"BIG TIMBER CREEK TRIBUTARY NEAR ARAPAHOE, CO.",Stream,,10260001,13.3,sq mi,9.57,sq mi,38.9883368,-102.2810203,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,017,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07079195,"EAST FORK ARKANSAS RIVER AT HWY 91 NR LEADVILLE,CO",Stream,,11020001,35.2,sq mi,,,39.2858225,-106.279746,24000,5,seconds,Interpolated from MAP.,NAD83,10000,feet,15,feet,Interpolated from topographic map.,NGVD29,US,08,065,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07079200,"LEADVILLE MINE DRAINAGE TUNNEL AT LEADVILLE, CO","Subsurface: Tunnel, shaft, or mine",,11020001,,,,,39.2747115,-106.2880795,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,065,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07079300,"EF ARKANSAS R AT US HIGHWAY 24, NR LEADVILLE, CO.",Stream,,11020001,49.9,sq mi,,,39.2724892,-106.3064133,,5,seconds,Interpolated from MAP.,NAD83,9900.00,feet,15,feet,Unknown.,NGVD29,US,08,065,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07079500,"EAST FORK ARKANSAS RIVER NEAR LEADVILLE, CO.",Stream,,11020001,50,sq mi,,,39.2597114,-106.3405807,,5,seconds,Interpolated from MAP.,NAD83,9700.00,feet,15,feet,Unknown.,NGVD29,US,08,065,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07080980,"ST. KEVIN GULCH ABV TEMPLE GULCH NR LEADVILLE, CO",Stream,,11020001,1.84,sq mi,,,39.2913775,-106.3691928,24000,5,seconds,Interpolated from MAP.,NAD83,9900,feet,20,feet,Interpolated from topographic map.,NGVD29,US,08,065,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07081000,"TENNESSEE CREEK NEAR LEADVILLE, CO.",Stream,,11020001,48,sq mi,,,39.2641558,-106.3408585,,5,seconds,Interpolated from MAP.,NAD83,9760.00,feet,15,feet,Unknown.,NGVD29,US,08,065,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07081200,"ARKANSAS RIVER NEAR LEADVILLE, CO",Stream,,11020001,99.1,sq mi,,,39.249,-106.3481111,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,9665,feet,10,feet,Interpolated from topographic map.,NGVD29,US,08,065,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07081800,"CALIFORNIA GULCH AT MALTA, CO.",Stream,,11020001,,,,,39.2224897,-106.355303,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,065,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07081950,"LAKE FORK ABOVE TURQUOISE LAKE NEAR LEADVILLE, CO.",Facility: Diversion,,11020001,,,,,39.2813889,-106.4427778,24000,1,seconds,Interpolated from MAP.,NAD83,9940,feet,20,feet,Interpolated from topographic map.,NGVD29,US,08,065,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07082000,"LAKE FORK ABOVE SUGAR LOAF RESERVOIR, CO.",Stream,,11020001,23.9,sq mi,,,39.269711,-106.3950266,,5,seconds,Interpolated from MAP.,NAD83,9800.00,feet,15,feet,Unknown.,NGVD29,US,08,065,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07082400,"TURQUOISE LAKE NEAR LEADVILLE, CO","Lake, Reservoir, Impoundment",,11020001,28.1,sq mi,,,39.2538056,-106.3733611,24000,1,seconds,Interpolated from Digital MAP.,NAD83,9869.40,feet,2,feet,Level or other surveyed method.,NGVD29,US,08,065,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07082500,"LAKE FORK BELOW SUGAR LOAF RESERVOIR, CO.",Stream,,11020001,28.1,sq mi,,,39.2536002,-106.371137,,5,seconds,Interpolated from MAP.,NAD83,9760.00,feet,15,feet,Unknown.,NGVD29,US,08,065,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07083000,"HALFMOON CREEK NEAR MALTA, CO",Stream,,11020001,23.5,sq mi,,,39.1722126,-106.3891926,24000,5,seconds,Interpolated from MAP.,NAD83,9830,feet,15,feet,Interpolated from topographic map.,NGVD29,US,08,065,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07083200,"HALFMOON CR BL HALFMOON DIVERSION NR LEADVILLE, CO",Stream,,11020001,24.6,sq mi,,,39.1857222,-106.3833611,24000,1,seconds,Interpolated from MAP.,NAD83,9720,feet,10,feet,Global Positioning System.,NAVD88,US,08,065,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07083500,"HALFMOON CREEK NEAR LEADVILLE, CO.",Stream,,11020001,25.2,sq mi,,,39.20249,-106.3697478,,5,seconds,Interpolated from MAP.,NAD83,9510.00,feet,15,feet,Unknown.,NGVD29,US,08,065,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07083700,"ARKANSAS RIVER NEAR MALTA, CO.",Stream,,11020001,228,sq mi,,,39.1688797,-106.3241909,,5,seconds,Interpolated from MAP.,NAD83,9300.00,feet,15,feet,Unknown.,NGVD29,US,08,065,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07083710,"ARKANSAS RIVER BELOW EMPIRE GULCH NEAR MALTA, CO",Stream,,11020001,238,sq mi,,,39.1638798,-106.320024,24000,5,seconds,Interpolated from MAP.,NAD83,9280,feet,10,feet,Interpolated from topographic map.,NGVD29,US,08,065,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07084500,"LAKE CREEK ABOVE TWIN LAKES RESERVOIR, CO.",Stream,,11020001,75,sq mi,,,39.0630477,-106.4078037,,5,seconds,Interpolated from MAP.,NAD83,9310.00,feet,15,feet,Unknown.,NGVD29,US,08,065,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07085400,"TWIN LAKES RESERVOIR NEAR TWIN LAKES, CO.","Lake, Reservoir, Impoundment",,11020001,,,,,39.0808258,-106.3136346,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,065,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07085500,"LAKE CREEK BELOW TWIN LAKES RESERVOIR, CO.",Stream,,11020001,107,sq mi,,,39.0799925,-106.3125235,,5,seconds,Interpolated from MAP.,NAD83,9160.00,feet,15,feet,Unknown.,NGVD29,US,08,065,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07086000,"ARKANSAS RIVER AT GRANITE, CO.",Stream,,11020001,427,sq mi,,,39.0427712,-106.2658553,,5,seconds,Interpolated from MAP.,NAD83,8914.86,feet,15,feet,Unknown.,NGVD29,US,08,015,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07086300,"AURORA-HOMESTAKE PIPELINE NEAR LAKE GEORGE, CO.",Stream,,10190001,,,,,38.8938811,-105.4786077,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,093,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07086500,"CLEAR CREEK ABOVE CLEAR CREEK RESERVOIR, CO.",Stream,,11020001,67.1,sq mi,,,39.0180493,-106.2778,,5,seconds,Interpolated from MAP.,NAD83,8885.00,feet,15,feet,Unknown.,NGVD29,US,08,015,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07087000,"CLEAR CREEK BELOW CLEAR CREEK RESERVOIR, CO.",Stream,,11020001,62,sq mi,,,39.0222161,-106.2425213,,5,seconds,Interpolated from MAP.,NAD83,8800.00,feet,15,feet,Unknown.,NGVD29,US,08,015,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07087050,"ARKANSAS RIVER BELOW GRANITE, CO",Stream,,11020001,546,sq mi,,,38.9949943,-106.2202983,,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,8620,feet,10,feet,Global Positioning System.,NGVD29,US,08,015,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07087200,"ARKANSAS RIVER AT BUENA VISTA, CO.",Stream,,11020001,611,sq mi,,,38.8491622,-106.1247397,,5,seconds,Interpolated from MAP.,NAD83,7920.00,feet,15,feet,Unknown.,NGVD29,US,08,015,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07089000,"COTTONWOOD C BL HOT SPRINGS, NR BUENA VISTA, CO.",Stream,,11020001,65,sq mi,,,38.8127737,-106.2222426,,5,seconds,Interpolated from MAP.,NAD83,8532.00,feet,15,feet,Unknown.,NGVD29,US,08,015,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07089520,"COTTONWOOD CREEK AT BUENA VISTA, CO.",Stream,,11020001,,,,,38.8377734,-106.1239063,,5,seconds,Interpolated from MAP.,NAD83,7900.00,feet,15,feet,Unknown.,NGVD29,US,08,015,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07090000,"CHALK CREEK (UPPER STATION) NEAR ST. ELMO, CO",Stream,,11020001,42.5,sq mi,,,38.7125,-106.3175833,24000,5,seconds,Interpolated from MAP.,NAD83,9670,feet,15,feet,Interpolated from topographic map.,NGVD29,US,08,015,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07090500,"CHALK CREEK NEAR ST. ELMO, CO",Stream,,11020001,68.4,sq mi,,,38.7126944,-106.2346389,24000,1,seconds,Interpolated from Digital MAP.,NAD83,8700,feet,15,feet,Interpolated from topographic map.,NGVD29,US,08,015,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07091000,"CHALK CREEK NEAR NATHROP, CO",Stream,,11020001,82.7,sq mi,,,38.73325,-106.1602778,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,8113,feet,15,feet,Interpolated from topographic map.,NGVD29,US,08,015,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07091015,"CHALK CREEK AT NATHROP, CO",Stream,,11020001,,,,,38.7416667,-106.0830556,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,7670,feet,15,feet,Interpolated from topographic map.,NGVD29,US,08,015,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07091200,"ARKANSAS RIVER NEAR NATHROP, CO",Stream,,11020001,1055,sq mi,,,38.6522188,-106.051126,24000,5,seconds,Interpolated from MAP.,NAD83,7350,feet,15,feet,Interpolated from topographic map.,NGVD29,US,08,015,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07091500,"ARKANSAS RIVER AT SALIDA, CO.",Stream,,11020001,1218,sq mi,,,38.5458304,-106.0105693,,5,seconds,Interpolated from MAP.,NAD83,7050.45,feet,15,feet,Unknown.,NGVD29,US,08,015,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07092000,"SOUTH FORK ARKANSAS RIVER AT PONCHA, CO.",Stream,,11020001,140,sq mi,,,38.5113863,-106.0794607,,5,seconds,Interpolated from MAP.,NAD83,7470.00,feet,15,feet,Unknown.,NGVD29,US,08,015,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07093000,"PONCHA CREEK AT PONCHA, CO.",Stream,,11020001,56,sq mi,,,38.5099974,-106.0755717,,5,seconds,Interpolated from MAP.,NAD83,7000.00,feet,15,feet,Unknown.,NGVD29,US,08,015,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07093500,"SOUTH ARKANSAS RIVER NEAR SALIDA, CO.",Stream,,11020001,208,sq mi,,,38.5213861,-105.9897352,,5,seconds,Interpolated from MAP.,NAD83,7040.00,feet,15,feet,Unknown.,NGVD29,US,08,015,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07093700,"ARKANSAS RIVER NEAR WELLSVILLE, CO.",Stream,,11020001,1485,sq mi,,,38.502775,-105.9397333,,5,seconds,Interpolated from MAP.,NAD83,6883.40,feet,15,feet,Unknown.,NGVD29,US,08,015,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07093705,"BADGER CREEK ABV CALS FORK GULCH NR HOWARD, CO",Stream,,11020001,18,sq mi,,,38.7569397,-105.8483398,24000,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,093,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07093710,"WAGON TONGUE CREEK NEAR HOWARD, CO",Stream,,11020001,7.85,sq mi,,,38.7388842,-105.8397283,24000,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,093,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07093720,"LONG GULCH NEAR HOWARD, CO",Stream,,11020001,36.5,sq mi,,,38.7088845,-105.8413952,24000,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,093,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07093740,"BADGER CREEK, UPPER STATION, NEAR HOWARD, CO",Stream,,11020001,106,sq mi,,,38.6588847,-105.8138942,,5,seconds,Interpolated from MAP.,NAD83,8790,feet,15,feet,Interpolated from topographic map.,NGVD29,US,08,043,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07093745,"GRIBBLES CREEK NEAR HOWARD, CO",Stream,,11020001,5.76,sq mi,,,38.6624956,-105.7611142,24000,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,043,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07093775,"BADGER CREEK, LOWER STATION, NEAR HOWARD, CO.",Stream,,11020001,211,sq mi,,,38.4672195,-105.8600083,,5,seconds,Interpolated from MAP.,NAD83,6780,feet,15,feet,Unknown.,NGVD29,US,08,043,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07093980,"LAKE CREEK NEAR HILLSIDE, CO",Stream,,11020001,9.07,sq mi,,,38.2636096,-105.661949,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,027,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07094000,"TEXAS CREEK AT TEXAS CREEK, COLO",Stream,,11020001,,,,,38.4083306,-105.5838891,24000,5,seconds,Interpolated from MAP.,NAD83,6200,feet,20,feet,Interpolated from topographic map.,NGVD29,US,08,043,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07094025,"ARKANSAS R AT PARKDALE SIDING NEAR PARKDALE, CO.",Stream,,11020001,,,,,38.4852744,-105.3994381,,5,seconds,Interpolated from MAP.,NAD83,5745.00,feet,15,feet,Unknown.,NGVD29,US,08,043,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07094090,"CURRANT CREEK AB COTTONWOOD CR NR PARKDALE, CO.",Stream,,11020001,,,,,38.5294404,-105.3877705,,5,seconds,Interpolated from MAP.,NAD83,6160.00,feet,15,feet,Unknown.,NGVD29,US,08,043,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07094200,"COTTONWOOD CREEK AB SAND GULCH NR PARKDALE, CO.",Stream,,11020001,,,,,38.5452734,-105.4305494,,5,seconds,Interpolated from MAP.,NAD83,6300.00,feet,15,feet,Unknown.,NGVD29,US,08,043,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07094300,"TALLAHASSEE CREEK AB CURRANT CR NR PARKDALE, CO.",Stream,,11020001,,,,,38.4961076,-105.4144384,,5,seconds,Interpolated from MAP.,NAD83,5880.00,feet,15,feet,Unknown.,NGVD29,US,08,043,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07094500,"ARKANSAS RIVER AT PARKDALE, CO.",Stream,,11020001,2459,sq mi,,,38.4872189,-105.373604,,5,seconds,Interpolated from MAP.,NAD83,5720.00,feet,15,feet,Unknown.,NGVD29,US,08,043,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07094530,"GRAPE CREEK NEAR BRADFORD, CO",Stream,,11020001,6.72,sq mi,,,37.9508344,-105.4513942,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,027,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07094600,"SOUTH COLONY CREEK NEAR WESTCLIFFE, CO.",Stream,,11020001,6.03,sq mi,,,37.9991669,-105.4908389,,5,seconds,Interpolated from MAP.,NAD83,8930.00,feet,15,feet,Unknown.,NGVD29,US,08,027,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07094700,"ANTELOPE CREEK NEAR ROSITA, CO",Stream,,11020001,35.3,sq mi,,,38.0216686,-105.362501,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,027,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07094800,"VENABLE CREEK NEAR WESTCLIFFE, CO",Stream,,11020001,2.55,sq mi,,,38.0838884,-105.5650057,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,027,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07094900,"MIDDLE TAYLOR CREEK NEAR WESTCLIFFE, CO.",Stream,,11020001,3.19,sq mi,,,38.1083326,-105.601395,,5,seconds,Interpolated from MAP.,NAD83,9950.00,feet,15,feet,Unknown.,NGVD29,US,08,027,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07095000,"GRAPE CREEK NEAR WESTCLIFFE, CO.",Stream,,11020001,320,sq mi,,,38.1861105,-105.4836125,,5,seconds,Interpolated from MAP.,NAD83,7690.00,feet,15,feet,Unknown.,NGVD29,US,08,027,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07096000,"ARKANSAS RIVER AT CANON CITY, CO.",Stream,,11020002,3117,sq mi,,,38.4338867,-105.2572128,,5,seconds,Interpolated from MAP.,NAD83,5342.13,feet,15,feet,Unknown.,NGVD29,US,08,043,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07096250,"FOURMILE CREEK BELOW CRIPPLE CREEK NEAR VICTOR, CO",Stream,,11020002,271,sq mi,,,38.6638809,-105.228041,,5,seconds,Interpolated from MAP.,NAD83,6870,feet,20,feet,Interpolated from topographic map.,NGVD29,US,08,119,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07096500,"FOURMILE CREEK NEAR CANON CITY, CO.",Stream,,11020002,434,sq mi,,,38.4363873,-105.1913777,,5,seconds,Interpolated from MAP.,NAD83,5254.00,feet,15,feet,Unknown.,NGVD29,US,08,043,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07096530,"MINNEQUA CANAL AT HEADGATE, NEAR FLORENCE, CO.",Stream: Canal,,11020002,,,,,38.413888,-105.1597106,,5,seconds,Interpolated from MAP.,NAD83,5202.00,feet,15,feet,Unknown.,NGVD29,US,08,043,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07097000,"ARKANSAS RIVER AT PORTLAND, CO.",Stream,,11020002,4024,sq mi,,,38.3883342,-105.0160961,,5,seconds,Interpolated from MAP.,NAD83,5021.59,feet,15,feet,Unknown.,NGVD29,US,08,043,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07099050,"BEAVER CR ABV UPPER BEAVER CEMETERY NR PENROSE, CO",Stream,,11020002,122,sq mi,,,38.5616623,-105.0219257,24000,5,seconds,Interpolated from MAP.,NAD83,6020,feet,20,feet,Interpolated from topographic map.,NGVD29,US,08,043,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07099060,"BEAVER CREEK ABOVE HIGHWAY 115 NEAR PENROSE, CO",Stream,,11020002,138,sq mi,,,38.4891658,-104.9974832,24000,5,seconds,Interpolated from MAP.,NAD83,5660.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,08,043,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07099080,"RED CREEK BELOW SULLIVAN PARK AT FORT CARSON, CO",Stream,,11020002,26.6,sq mi,,,38.4997222,-104.9133333,,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,5783,feet,10,feet,Interpolated from topographic map.,NGVD29,US,08,101,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07099085,"RED CREEK ABOVE SALT CANYON AT FORT CARSON, CO",Stream,,11020002,34,sq mi,,,38.4789722,-104.9405556,24000,Unknown,Unknown,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,5629,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,101,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07099100,"BEAVER CREEK NEAR PORTLAND, CO.",Stream,,11020002,214,sq mi,,,38.3741679,-104.9641504,,5,seconds,Interpolated from MAP.,NAD83,4993.00,feet,15,feet,Unknown.,NGVD29,US,08,043,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07099200,"ARKANSAS RIVER NEAR PORTLAND, CO.",Stream,,11020002,4280,sq mi,,,38.3372241,-104.9388723,,5,seconds,Interpolated from MAP.,NAD83,4940.00,feet,15,feet,Unknown.,NGVD29,US,08,101,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07099215,"TURKEY CREEK NEAR FOUNTAIN, CO",Stream,,11020002,13,sq mi,,,38.6116617,-104.894699,24000,5,seconds,Interpolated from MAP.,NAD83,6420,feet,15,feet,Interpolated from topographic map.,NGVD29,US,08,041,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07099220,"LITTLE TURKEY CREEK NEAR FOUNTAIN, CO.",Stream,,11020002,9.59,sq mi,,,38.6272173,-104.8663648,,5,seconds,Interpolated from MAP.,NAD83,6395.00,feet,15,feet,Unknown.,NGVD29,US,08,041,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07099225,TURKEY CR. BELOW HWY 115 AT FORT CARSON CO,Stream,,11020002,46.3,sq mi,,,38.5228333,-104.8258333,24000,1,minutes,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,5782,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,041,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07099230,"TURKEY CREEK AB TELLER RES NEAR STONE CITY, CO.",Stream,,11020002,62.3,sq mi,,,38.4649999,-104.8272009,,5,seconds,Interpolated from MAP.,NAD83,5520.00,feet,15,feet,Unknown.,NGVD29,US,08,101,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07099233,"TELLER RESERVOIR NEAR STONE CITY, CO.","Lake, Reservoir, Impoundment",,11020002,71.5,sq mi,,,38.4425,-104.8258333,,5,seconds,Interpolated from MAP.,NAD83,5453,feet,15,feet,Unknown.,NGVD29,US,08,101,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07099235,"TURKEY CREEK NR STONE CITY, CO",Stream,,11020002,72.5,sq mi,,,38.4322226,-104.8333125,,5,seconds,Interpolated from MAP.,NAD83,5350,feet,10,feet,Interpolated from topographic map.,NGVD29,US,08,101,,,,,,,,,NWIS
